TC_ID,Service,Description,Test_Type,Status,Expected,Actual,Response_Time_ms,Status_Code,API_Name,Bank
"TC191","cas","TitleFetch - Success, full valid request (per TSD sample)","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""101"", ""response_desc"": ""Invalid request""}, ""rrn"": ""000225320754"", ""stan"": ""953257""}","5349","200","titlefetch","bank1"
"TC192","cas","TitleFetch - Success, optional idType/idValue omitted","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""101"", ""response_desc"": ""Invalid request""}, ""rrn"": ""666478430768"", ""stan"": ""597939""}","5352","200","titlefetch","bank1"
"TC193","cas","TitleFetch - Success, wallet account type returned","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""101"", ""response_desc"": ""Invalid request""}, ""rrn"": ""723645039221"", ""stan"": ""154718""}","5365","200","titlefetch","bank1"
"TC194","cas","TitleFetch - Success, amount with two decimal places accepted","positive","FAILED","SUCCESS","{""response"": {""response_code"": ""101"", ""response_desc"": ""Invalid request""}, ""rrn"": ""633765158066"", ""stan"": ""976117""}","5365","200","titlefetch","bank1"
"TC195","cas","TitleFetch - memberid field missing","negative","PASSED","memberid must not be null","{""response"": {""response_code"": ""068"", ""response_desc"": ""memberid must not be null""}, ""rrn"": ""318331102231"", ""stan"": ""329578""}","167","200","titlefetch","bank1"
"TC196","cas","TitleFetch - iban field missing","negative","PASSED","iban must not be null","{""response"": {""response_code"": ""068"", ""response_desc"": ""iban must not be null""}, ""rrn"": ""567907734821"", ""stan"": ""958854""}","194","200","titlefetch","bank1"
"TC197","cas","TitleFetch - amount field missing","negative","FAILED","AMOUNT TAG IS MISSING","{""response"": {""response_code"": ""101"", ""response_desc"": ""Invalid request""}, ""rrn"": ""036555945591"", ""stan"": ""057835""}","5339","200","titlefetch","bank1"
"TC198","cas","TitleFetch - rrn field missing","negative","PASSED","Bad Request","{""timestamp"": ""2026-06-17T06:41:16.902+00:00"", ""status"": 400, ""error"": ""Bad Request"", ""path"": ""/api/v1/paysyslabs/titlefetch""}","22","400","titlefetch","bank1"
"TC199","cas","TitleFetch - stan field missing","negative","PASSED","Bad Request","{""timestamp"": ""2026-06-17T06:41:16.938+00:00"", ""status"": 400, ""error"": ""Bad Request"", ""path"": ""/api/v1/paysyslabs/titlefetch""}","33","400","titlefetch","bank1"
"TC200","cas","TitleFetch - memberid exceeds 24 bytes","negative","PASSED","memberId maxSize(20)","{""response"": {""response_code"": ""068"", ""response_desc"": ""memberId maxSize(20)""}, ""rrn"": ""139534230963"", ""stan"": ""672193""}","203","200","titlefetch","bank1"
"TC201","cas","TitleFetch - iban invalid format","negative","PASSED","iban must be 24 digits","{""response"": {""response_code"": ""068"", ""response_desc"": ""iban must be 24 digits""}, ""rrn"": ""417777169739"", ""stan"": ""893836""}","167","200","titlefetch","bank1"
"TC202","cas","TitleFetch - idtype exceeds 32 bytes","negative","PASSED","invalid idType, accepted values(CNIC/NICOP/POC/REG_NO/NTN/POR/PASSPORT)","{""response"": {""response_code"": ""068"", ""response_desc"": ""invalid idType, accepted values(CNIC/NICOP/POC/REG_NO/NTN/POR/PASSPORT)""}, ""rrn"": ""253387203139"", ""stan"": ""722931""}","174","200","titlefetch","bank1"
"TC203","cas","TitleFetch - idvalue exceeds 64 bytes","negative","FAILED","Invalid Request","{""response"": {""response_code"": ""101"", ""response_desc"": ""Invalid request""}, ""rrn"": ""579777550668"", ""stan"": ""487123""}","5331","200","titlefetch","bank1"
"TC204","cas","TitleFetch - rrn non-numeric","negative","PASSED","Rrn: Only numeric value allowed","{""response"": {""response_code"": ""068"", ""response_desc"": ""Rrn: Only numeric value allowed""}, ""rrn"": ""4566986536F5"", ""stan"": ""093929""}","187","200","titlefetch","bank1"
"TC205","cas","TitleFetch - rrn too short (11 digits)","negative","PASSED","Rrn must be 12 digits","{""response"": {""response_code"": ""068"", ""response_desc"": ""Rrn must be 12 digits""}, ""rrn"": ""98689869869"", ""stan"": ""002034""}","264","200","titlefetch","bank1"
"TC206","cas","TitleFetch - rrn too long (13 digits)","negative","PASSED","Too large input rrn","{""response"": {""response_code"": ""068"", ""response_desc"": ""Too large input rrn""}, ""rrn"": ""0123650123655"", ""stan"": ""299732""}","26","200","titlefetch","bank1"
"TC207","cas","TitleFetch - stan non-numeric","negative","PASSED","Stan: Only numeric value allowed","{""response"": {""response_code"": ""068"", ""response_desc"": ""Stan: Only numeric value allowed""}, ""rrn"": ""509876072687"", ""stan"": ""01238A""}","164","200","titlefetch","bank1"
"TC208","cas","TitleFetch - amount negative value","negative","PASSED","minimun amount allowed: 0","{""response"": {""response_code"": ""068"", ""response_desc"": ""minimun amount allowed: 0""}, ""rrn"": ""569157641754"", ""stan"": ""117105""}","179","200","titlefetch","bank1"
"TC209","cas","TitleFetch - unknown/unregistered memberid","negative","PASSED","memberId maxSize(20),memberId must contain only Letters","{""response"": {""response_code"": ""068"", ""response_desc"": ""memberId must contain only Letters,memberId maxSize(20)""}, ""rrn"": ""035358379605"", ""stan"": ""151264""}","184","200","titlefetch","bank1"
"TC210","cas","TitleFetch - account/iban not found at institution","negative","PASSED","Invalid request","{""response"": {""response_code"": ""101"", ""response_desc"": ""Invalid request""}, ""rrn"": ""404249070347"", ""stan"": ""309108""}","597","200","titlefetch","bank1"
"TC211","cas","TitleFetch - missing Authorization Bearer token","negative","PASSED","Bad Request","{""timestamp"": ""2026-06-17T06:41:24.725+00:00"", ""status"": 400, ""error"": ""Bad Request"", ""path"": ""/api/v1/paysyslabs/titlefetch""}","264","400","titlefetch","bank1"
"TC212","cas","TitleFetch - expired/invalid Bearer token","negative","PASSED","Bad Request","{""timestamp"": ""2026-06-17T06:41:24.775+00:00"", ""status"": 400, ""error"": ""Bad Request"", ""path"": ""/api/v1/paysyslabs/titlefetch""}","47","400","titlefetch","bank1"
